id,Fleet,Fleet_name,Yr,Sex,variable,value
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,0,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,0,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,0,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,0,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,0,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,0,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,0,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,0,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,0,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,0,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,0,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,0,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,0,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,0,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,0,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,0,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,1,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,1,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,1,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,1,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,1,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,1,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,1,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,1,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,1,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,1,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,1,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,1,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,1,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,1,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,1,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,1,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,2,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,2,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,2,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,2,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,2,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,2,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,2,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,2,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,2,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,2,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,2,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,2,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,2,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,2,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,2,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,2,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,3,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,3,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,3,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,3,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,3,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,3,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,3,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,3,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,3,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,3,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,3,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,3,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,3,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,3,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,3,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,3,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,4,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,4,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,4,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,4,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,4,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,4,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,4,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,4,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,4,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,4,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,4,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,4,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,4,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,4,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,4,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,4,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,5,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,5,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,5,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,5,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,5,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,5,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,5,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,5,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,5,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,5,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,5,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,5,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,5,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,5,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,5,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,5,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,6,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,6,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,6,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,6,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,6,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,6,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,6,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,6,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,6,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,6,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,6,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,6,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,6,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,6,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,6,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,6,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,7,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,7,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,7,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,7,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,7,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,7,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,7,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,7,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,7,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,7,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,7,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,7,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,7,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,7,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,7,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,7,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,8,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,8,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,8,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,8,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,8,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,8,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,8,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,8,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,8,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,8,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,8,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,8,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,8,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,8,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,8,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,8,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,9,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,9,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,9,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,9,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,9,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,9,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,9,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,9,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,9,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,9,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,9,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,9,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,9,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,9,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,9,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,9,1
12-CAAL-old-growth-SD,1,F01_LL.JP.1,2022,1,10,1
12-CAAL-old-growth-SD,2,F02_LL.JP.2,2022,1,10,1
12-CAAL-old-growth-SD,3,F03_LL.JP.3,2022,1,10,1
12-CAAL-old-growth-SD,4,F04_LL.JP.4,2022,1,10,1
12-CAAL-old-growth-SD,5,F05_LL.TW.4,2022,1,10,1
12-CAAL-old-growth-SD,6,F06_LL.AU.2,2022,1,10,1
12-CAAL-old-growth-SD,7,F07_LL.AU.3,2022,1,10,1
12-CAAL-old-growth-SD,8,F08_LL.NZ.3,2022,1,10,1
12-CAAL-old-growth-SD,9,F09.REC.AU.3,2022,1,10,1
12-CAAL-old-growth-SD,10,F10_REC.NZ.3,2022,1,10,1
12-CAAL-old-growth-SD,11,F11_LL.ALL.1,2022,1,10,1
12-CAAL-old-growth-SD,12,F12_LL.ALL.2,2022,1,10,1
12-CAAL-old-growth-SD,13,F13_LL.ALL.3,2022,1,10,1
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,2022,1,10,1
12-CAAL-old-growth-SD,15,F16_LL.JP.2_early,2022,1,10,1
12-CAAL-old-growth-SD,16,S01_INDEX.1-4,2022,1,10,1
